roster,capacity,hand_size,days,window,discard_limit,gain_threshold,budget,seed,focal_seats,opponent_revision,timeout,embarrassment,total_spent,budget_remaining,sockless_days,faults,fault_details,budget_exhausted_on_day,source_sha256,python_version
"2,7,7,7",28,4,730,40,2,6,400.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,489.0,400.0,0.0,0,0,,726,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,728.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,367.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,917.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,381.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,434.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,891.0,400.0,0.0,0,0,,726,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,607.0,400.0,0.0,0,0,,726,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,532.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,278.0,400.0,0.0,0,0,,725,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,465.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,327.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,954.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1145.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4028,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,261.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4029,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,226.0,400.0,0.0,0,0,,727,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,40,2,6,400.0,4030,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,608.0,400.0,0.0,0,0,,726,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4001,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1163.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4002,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,881.0,120.0,0.0,0,0,,696,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4003,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,706.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4004,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,687.0,120.0,0.0,0,0,,717,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4005,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,535.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4006,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,726.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4007,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,567.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4008,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,343.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,786.0,120.0,0.0,0,0,,715,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1216.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,510.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,148.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1251.0,120.0,0.0,0,0,,725,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,406.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,941.0,120.0,0.0,0,0,,726,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1246.0,120.0,0.0,0,0,,704,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1342.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,463.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,247.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,743.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,562.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1061.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,809.0,120.0,0.0,0,0,,728,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,817.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,532.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1836.0,120.0,0.0,0,0,,722,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1240.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4028,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1581.0,120.0,0.0,0,0,,693,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4029,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,246.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,120.0,4030,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,295.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4001,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,194.0,400.0,0.0,0,0,,726,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4002,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,408.0,400.0,0.0,0,0,,725,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4003,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,184.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4004,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,335.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4005,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,121.0,400.0,0.0,0,0,,725,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4006,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,162.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4007,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,333.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4008,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,202.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,139.0,400.0,0.0,0,0,,725,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,734.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,210.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,235.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,297.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,258.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,720.0,400.0,0.0,0,0,,726,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,102.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,484.0,400.0,0.0,0,0,,725,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,339.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,210.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,196.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,484.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,326.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,262.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,206.0,400.0,0.0,0,0,,726,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,315.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,811.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,962.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4028,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,224.0,400.0,0.0,0,0,,726,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4029,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,210.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,1,6,400.0,4030,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,306.0,400.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4001,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1163.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4002,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,881.0,120.0,0.0,0,0,,696,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4003,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,706.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4004,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,687.0,120.0,0.0,0,0,,717,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4005,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,535.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4006,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,726.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4007,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,567.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4008,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,343.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4009,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,786.0,120.0,0.0,0,0,,715,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4010,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1216.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4011,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,510.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4012,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,148.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4013,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1266.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4014,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,406.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4015,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,521.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4016,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1246.0,120.0,0.0,0,0,,704,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4017,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1342.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4018,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,463.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4019,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,247.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4020,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,743.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4021,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,562.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4022,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1061.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4023,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,809.0,120.0,0.0,0,0,,728,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4024,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,817.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4025,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,532.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4026,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1836.0,120.0,0.0,0,0,,722,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
"2,7,7,7",28,4,730,10,2,6,120.0,4027,0,8ddbf1da444305a57c12cf2b9c60b04f5ffbdd6b,1,1240.0,120.0,0.0,0,0,,,5484f6cea5509ccedf49dd6781f0eb4c40d0116bf56e4bea56f38730ce1d4269,3.13.13
